gene_id	gene_name	Control1	Control2	Control4	Control5	Treated1	Treated2	Treated4	Treated5
ENSG00000023041	ZDHHC6	622	613	520	522	852	543	634	725
ENSG00000023171	GRAMD1B	226	236	350	155	236	163	347	176
ENSG00000023191	RNH1	7166	7664	7929	6539	7688	6136	7449	6775
ENSG00000023228	NDUFS1	1980	2864	2860	2599	2789	2123	2445	2317
ENSG00000023287	RB1CC1	1063	1171	997	1230	1012	1151	944	1066
ENSG00000023318	ERP44	861	780	1615	999	1548	822	1495	1254
ENSG00000023330	ALAS1	1495	1333	2086	2224	2574	893	2360	2063
ENSG00000023445	BIRC3	9	17	20	25	11	9	6	5
ENSG00000023516	AKAP11	1265	1640	1514	1791	1215	1288	1212	1343
ENSG00000023572	GLRX2	455	455	455	654	592	323	503	615
ENSG00000023608	SNAPC1	269	358	518	880	602	301	701	697
ENSG00000023697	DERA	268	277	279	352	298	242	222	239
ENSG00000023734	STRAP	2528	2291	3299	3427	4094	2234	3572	3728
ENSG00000023839	ABCC2	15	5	15	15	13	6	6	8
ENSG00000023892	DEF6	39	10	31	43	30	17	18	38
ENSG00000023902	PLEKHO1	3317	2430	2236	2907	4455	2194	2767	4969
ENSG00000023909	GCLM	5292	1715	1489	1854	2384	1139	1870	1401
ENSG00000024048	UBR2	731	839	525	668	597	620	445	617
ENSG00000024422	EHD2	15166	22585	14740	14954	19306	17364	16667	13911
ENSG00000024526	DEPDC1	25	18	137	160	129	38	71	17
ENSG00000024862	CCDC28A	283	328	136	350	251	268	172	256
ENSG00000025039	RRAGD	1040	1263	840	1824	1266	778	984	1202
ENSG00000025156	HSF2	246	281	202	259	222	248	156	192
ENSG00000025293	PHF20	873	1135	830	976	980	859	833	926
ENSG00000025423	HSD17B6	104	842	37	801	469	1175	50	1052
ENSG00000025434	NR1H3	273	149	42	76	54	83	57	47
ENSG00000025708	TYMP	99	27	169	112	132	38	300	157
ENSG00000025770	NCAPH2	511	734	652	514	644	644	503	463
ENSG00000025772	TOMM34	1200	1725	2132	1714	1415	1407	1608	1169
ENSG00000025796	SEC63	1643	2085	2031	2057	2716	1949	2333	2332
ENSG00000025800	KPNA6	1673	2801	2349	2437	2246	1989	2171	2049
ENSG00000026025	VIM	126006	134273	203866	95069	158443	105814	157880	120502
ENSG00000026036	RTEL1-TNFRSF6B	280	215	166	180	158	235	163	226
ENSG00000026103	FAS	617	635	628	502	689	615	492	542
ENSG00000026297	RNASET2	845	1535	1030	1007	655	1200	755	836
ENSG00000026508	CD44	9245	10958	14117	12610	18882	8845	16044	13683
ENSG00000026559	KCNG1	99	1	47	33	84	5	28	98
ENSG00000026652	AGPAT4	246	214	199	165	231	216	173	198
ENSG00000026751	SLAMF7	10	1	1	347	48	0	0	123
ENSG00000026950	BTN3A1	393	481	320	309	391	364	262	118
ENSG00000027001	MIPEP	313	427	428	312	452	390	355	189
ENSG00000027075	PRKCH	7	24	32	92	7	17	57	85
ENSG00000027644	INSRR	24	0	0	0	2	0	0	0
ENSG00000027697	IFNGR1	811	650	580	704	912	631	784	709
ENSG00000027847	B4GALT7	778	536	1473	1027	1517	685	1804	1524
ENSG00000027869	SH2D2A	59	2	10	6	15	0	2	4
ENSG00000028116	VRK2	292	289	304	316	325	271	305	359
ENSG00000028137	TNFRSF1B	30	0	16	0	0	0	1	0
ENSG00000028203	VEZT	970	1036	1237	1118	1449	939	1505	1158
ENSG00000028277	POU2F2	345	375	47	488	418	334	78	210
ENSG00000028310	BRD9	507	729	782	581	680	547	626	575
ENSG00000028528	SNX1	1982	2191	1876	1988	2136	1771	1750	1818
ENSG00000028839	TBPL1	552	426	383	241	404	453	355	262
ENSG00000029153	BMAL2	830	669	759	781	802	401	569	592
ENSG00000029363	BCLAF1	1849	2239	1894	2371	2315	1742	1881	2009
ENSG00000029364	SLC39A9	827	966	1367	1153	1343	845	1325	1408
ENSG00000029534	ANK1	445	1064	147	627	275	964	65	243
ENSG00000029559	IBSP	0	0	3	0	6	0	9	0
ENSG00000029639	TFB1M	160	241	203	252	243	189	181	223
ENSG00000029725	RABEP1	1513	1669	1737	2086	2107	1272	1887	1783
ENSG00000029993	HMGB3	422	970	561	843	618	605	433	696
ENSG00000030066	NUP160	403	537	460	443	416	398	335	320
ENSG00000030110	BAK1	381	448	507	573	889	447	688	803
ENSG00000030304	MUSK	2	1	2	0	0	0	2	0
ENSG00000030419	IKZF2	73	148	160	71	42	77	84	34
ENSG00000030582	GRN	30739	27296	21718	28529	24121	20393	20109	26738
ENSG00000031003	FAM13B	1033	1538	883	1294	1143	1150	943	1193
ENSG00000031081	ARHGAP31	682	785	726	623	846	595	656	826
ENSG00000031691	CENPQ	67	27	102	77	109	28	50	52
ENSG00000031698	SARS1	3713	4813	3412	3544	4812	2782	3761	4201
ENSG00000031823	RANBP3	1554	1897	1190	1285	1375	1517	1185	1262
ENSG00000032219	ARID4A	402	450	383	322	300	391	265	282
ENSG00000032389	EIPR1	357	290	604	577	750	338	638	604
ENSG00000032444	PNPLA6	4159	6057	5250	4816	5032	4805	5259	4322
ENSG00000032742	IFT88	218	295	200	133	145	231	151	105
ENSG00000033011	ALG1	726	859	775	837	986	689	775	816
ENSG00000033030	ZCCHC8	181	227	143	172	214	210	128	191
ENSG00000033050	ABCF2	883	1224	1347	1352	1602	977	1266	1358
ENSG00000033100	CHPF2	7413	3164	7707	4480	7709	3992	7911	7122
ENSG00000033122	LRRC7	0	2	3	2	10	1	2	4
ENSG00000033170	FUT8	457	360	713	523	942	356	922	1199
ENSG00000033178	UBA6	765	610	1736	1184	1905	617	1606	1218
ENSG00000033327	GAB2	515	523	672	615	674	444	500	629
ENSG00000033627	ATP6V0A1	1995	2150	3435	3587	3208	1831	3221	3175
ENSG00000033800	PIAS1	759	1197	617	635	510	890	432	462
ENSG00000033867	SLC4A7	1522	758	2773	1993	2236	766	2544	1579
ENSG00000034053	APBA2	647	1289	719	1155	703	931	622	1068
ENSG00000034152	MAP2K3	1555	2097	2635	3401	2105	1931	2353	1868
ENSG00000034239	CLXN	16	0	10	3	3	2	0	5
ENSG00000034510	TMSB10	40410	16189	52145	26052	52720	18552	42369	28981
ENSG00000034533	ASTE1	79	117	80	63	75	86	85	61
ENSG00000034677	RNF19A	408	512	423	499	581	378	408	570
ENSG00000034693	PEX3	262	308	442	511	480	248	394	385
ENSG00000034713	GABARAPL2	1379	1446	1350	1803	1864	1460	1764	1940
ENSG00000034971	MYOC	7690	56845	499	8006	8134	36566	629	1256
ENSG00000035115	SH3YL1	310	392	241	338	222	381	253	368
ENSG00000035141	FAM136A	434	547	549	589	748	495	612	762
ENSG00000035403	VCL	6793	20271	12230	10031	9922	16792	9950	8321
ENSG00000035499	DEPDC1B	30	19	42	46	49	35	15	10
ENSG00000035664	DAPK2	60	117	64	108	35	98	43	54
ENSG00000035681	NSMAF	1069	1024	848	1122	711	689	716	795
ENSG00000035687	ADSS2	865	1318	1114	1168	1025	1047	1102	873
ENSG00000035720	STAP1	0	0	0	0	0	0	0	0
ENSG00000035862	TIMP2	40141	61397	27243	44187	32372	46951	23846	35250
ENSG00000035928	RFC1	837	1010	729	923	878	816	664	698
ENSG00000036054	TBC1D23	851	836	799	954	870	691	861	696
ENSG00000036257	CUL3	1371	1221	1176	1292	1443	1073	1162	1167
ENSG00000036448	MYOM2	47	48	1	65	71	34	0	73
ENSG00000036473	OTC	0	0	0	2	0	0	0	3
ENSG00000036530	CYP46A1	25	44	19	15	35	36	36	34
ENSG00000036549	ZZZ3	774	919	605	695	805	609	569	613
ENSG00000036565	SLC18A1	0	0	0	0	0	0	0	0
ENSG00000036672	USP2	82	65	16	50	53	35	19	45
ENSG00000036828	CASR	1	0	0	1	0	1	0	0
ENSG00000037042	TUBG2	367	808	426	521	431	714	471	542
ENSG00000037241	RPL26L1	428	521	344	367	478	387	352	442
ENSG00000037280	FLT4	2	0	6	1	1	0	1	2
ENSG00000037474	NSUN2	884	1125	1640	1387	1831	985	1552	1399
ENSG00000037637	FBXO42	353	569	371	529	453	421	420	480
ENSG00000037749	MFAP3	416	311	395	376	458	246	518	477
ENSG00000037757	MRI1	707	746	614	521	528	662	609	521
ENSG00000037897	METTL1	163	181	220	196	219	167	213	196
ENSG00000037965	HOXC8	0	0	0	0	0	0	5	0
ENSG00000038002	AGA	646	851	444	581	549	836	320	582
ENSG00000038210	PI4K2B	338	252	814	453	537	285	672	320
ENSG00000038219	BOD1L1	741	817	877	729	729	757	648	720
ENSG00000038274	MAT2B	892	1516	632	901	902	1066	635	888
ENSG00000038295	TLL1	0	2	0	1	1	0	0	8
ENSG00000038358	EDC4	1326	1592	1184	1029	1204	1055	1007	989
ENSG00000038382	TRIO	3070	3294	3456	4428	3782	3215	3380	4836
ENSG00000038427	VCAN	687	97	3065	251	5878	1639	2992	5614
ENSG00000038532	CLEC16A	478	625	569	715	565	651	548	577
ENSG00000038945	MSR1	2	0	5	0	4	0	4	0
ENSG00000039068	CDH1	0	0	0	0	6	1	2	0
ENSG00000039123	MTREX	889	1314	1104	1040	1068	880	820	715
ENSG00000039139	DNAH5	21	28	25	115	28	56	15	81
ENSG00000039319	ZFYVE16	656	535	600	661	638	479	620	543
ENSG00000039523	RIPOR1	2821	3607	2760	3189	3711	2549	3152	3142
ENSG00000039537	C6	0	0	0	0	0	0	0	0
ENSG00000039560	RAI14	1960	3048	6741	4381	3884	1792	4638	3015
ENSG00000039600	SOX30	0	3	0	1	3	6	2	0
ENSG00000039650	PNKP	803	681	935	742	1007	736	894	850
ENSG00000039987	BEST2	0	0	0	0	0	0	0	0
ENSG00000040199	PHLPP2	218	410	263	337	301	274	280	324
ENSG00000040275	SPDL1	186	204	249	284	568	192	246	436
ENSG00000040341	STAU2	558	811	795	888	800	737	651	745
ENSG00000040487	SLC66A1	679	482	687	910	936	390	1003	803
ENSG00000040531	CTNS	1133	764	665	1246	1347	725	1041	1076
ENSG00000040608	RTN4R	18	10	11	67	82	11	53	104
ENSG00000040633	PHF23	1464	1457	1211	1266	1741	1320	1319	1332
ENSG00000040731	CDH10	2	0	6	2	12	0	5	3
ENSG00000040933	INPP4A	868	2372	588	1021	804	1418	636	828
ENSG00000041353	RAB27B	3794	439	5366	2564	1686	310	2921	658
ENSG00000041357	PSMA4	1403	1462	1533	1602	2082	1145	1599	1659
ENSG00000041515	MYO16	8	1	12	12	4	1	3	1
ENSG00000041802	LSG1	512	588	900	800	866	467	965	833
ENSG00000041880	PARP3	373	631	180	490	395	654	165	538
ENSG00000041982	TNC	90	145	1017	60	202	1187	317	165
ENSG00000041988	THAP3	326	329	325	326	364	265	265	258
ENSG00000042062	RIPOR3	26	20	29	26	1	23	21	5
ENSG00000042088	TDP1	141	247	272	270	232	151	155	145
ENSG00000042286	AIFM2	798	863	809	1001	764	602	737	777
ENSG00000042304	SLC19A4P	0	0	0	0	0	0	0	0
ENSG00000042317	SPATA7	159	202	130	137	147	177	100	143
ENSG00000042429	MED17	466	597	498	470	592	432	503	577
ENSG00000042445	RETSAT	1803	2788	2572	2939	2677	2634	2777	3371
ENSG00000042493	CAPG	1305	868	2047	1020	746	1161	1188	900
ENSG00000042753	AP2S1	3533	3001	4835	3940	5773	3641	4557	4364
ENSG00000042781	USH2A	0	0	0	5	1	0	1	1
ENSG00000042813	ZPBP	0	0	0	0	0	0	0	0
ENSG00000042832	TG	49	57	70	83	119	62	114	132
ENSG00000042980	ADAM28	4	2	2	0	2	2	4	1
ENSG00000043039	BARX2	0	0	0	0	0	0	0	0
ENSG00000043093	DCUN1D1	571	558	546	602	730	581	628	587
ENSG00000043143	JADE2	1566	2015	987	1150	913	1096	1046	603
ENSG00000043355	ZIC2	0	0	0	0	0	0	0	0
ENSG00000043462	LCP2	0	0	0	1	0	0	0	0
ENSG00000043514	TRIT1	194	222	215	242	289	180	268	247
ENSG00000043591	ADRB1	0	10	0	0	3	8	1	0
ENSG00000044012	GUCA2B	0	0	0	0	0	0	0	0
ENSG00000044090	CUL7	2132	1669	1620	1662	1548	1657	1469	1987
ENSG00000044115	CTNNA1	6853	9541	8423	7853	9920	8493	7892	7846
ENSG00000044446	PHKA2	232	385	330	272	140	261	229	281
ENSG00000044459	CNTLN	235	234	194	179	145	192	187	161
ENSG00000044524	EPHA3	0	2	3	1	1	1	1	0
ENSG00000044574	HSPA5	9578	6460	27719	14706	35247	14244	21450	21271
ENSG00000046604	DSG2	881	1884	1978	3616	2041	1841	1592	1789
ENSG00000046647	GEMIN8	237	454	255	181	146	295	177	158
ENSG00000046651	OFD1	271	407	235	247	235	358	248	309
ENSG00000046653	GPM6B	2	12	8	2	9	15	12	6
ENSG00000046774	MAGEC2	2	0	1	1	0	0	2	0
ENSG00000046889	PREX2	4	31	0	2	0	43	2	3
ENSG00000047056	WDR37	811	583	652	921	827	538	676	929
ENSG00000047188	YTHDC2	499	497	499	517	551	445	420	444
ENSG00000047230	CTPS2	228	386	358	243	307	244	256	173
ENSG00000047249	ATP6V1H	1725	2253	2827	3775	3339	1837	3299	3293
ENSG00000047315	POLR2B	2272	1811	2134	1887	1897	1368	1771	778
ENSG00000047346	ATOSA	780	703	518	640	578	451	479	464
ENSG00000047365	ARAP2	5	29	1	14	15	40	0	16
ENSG00000047410	TPR	1986	2877	2257	2055	2028	2692	1977	1886
ENSG00000047457	CP	33	0	0	11	3	2	0	10
ENSG00000047578	KATNIP	608	784	544	589	521	584	526	570
ENSG00000047579	DTNBP1	261	328	253	302	270	227	229	293
ENSG00000047597	XK	8	33	15	41	13	9	14	24
ENSG00000047617	ANO2	0	0	0	0	0	0	0	0
ENSG00000047621	FERRY3	303	364	404	504	552	325	454	431
ENSG00000047634	SCML1	189	128	178	287	222	100	172	288
ENSG00000047644	WWC3	604	1632	433	611	460	1092	363	627
ENSG00000047648	ARHGAP6	99	4	67	66	21	1	24	13
ENSG00000047662	FAM184B	0	33	6	23	10	18	3	15
ENSG00000047849	MAP4	12431	12581	19218	16273	16250	11380	15285	14268
ENSG00000047932	GOPC	721	846	852	734	966	885	1014	974
ENSG00000047936	ROS1	0	0	0	0	0	9	2	0
ENSG00000048028	USP28	318	342	225	350	279	302	255	258
ENSG00000048052	HDAC9	188	150	231	586	95	111	61	165
ENSG00000048140	TSPAN17	1505	1098	2298	1918	2212	1329	2349	2086
ENSG00000048162	NOP16	274	266	388	493	559	219	497	485
ENSG00000048342	CC2D2A	730	761	456	454	476	535	442	465
ENSG00000048392	RRM2B	2501	2511	1664	2767	2423	2049	1477	2255
ENSG00000048405	ZNF800	264	251	279	291	288	176	269	294
ENSG00000048462	TNFRSF17	0	0	0	0	2	0	0	0
ENSG00000048471	SNX29	978	1039	767	696	589	670	714	760
ENSG00000048540	LMO3	129	11	5	53	5	4	2	5
ENSG00000048544	MRPS10	797	1131	924	1255	1183	1042	943	1007
ENSG00000048545	GUCA1A	2	0	4	0	0	0	0	1
ENSG00000048649	RSF1	744	1057	771	826	718	897	739	731
ENSG00000048707	VPS13D	785	999	969	951	672	772	849	887
ENSG00000048740	CELF2	1623	3331	1341	3384	2327	2166	1123	1935
ENSG00000048828	FAM120A	3275	3632	3355	3636	4024	2983	3373	4037
ENSG00000048991	R3HDM1	446	525	373	573	473	475	374	585
ENSG00000049089	COL9A2	54	719	9	24	12	486	19	43
ENSG00000049130	KITLG	3620	1063	4915	1836	1741	874	2487	649
ENSG00000049167	ERCC8	144	182	164	135	180	131	153	181
ENSG00000049192	ADAMTS6	54	42	469	241	403	136	457	428
ENSG00000049239	H6PD	2263	2244	2353	1802	1287	1817	1614	1406
ENSG00000049245	VAMP3	3962	4394	4322	4275	5185	3810	4043	3915
ENSG00000049246	PER3	451	576	130	230	219	748	169	121
ENSG00000049247	UTS2	45	40	15	17	22	58	10	12
ENSG00000049249	TNFRSF9	2	0	0	1	0	0	0	0
ENSG00000049283	EPN3	3	1	3	3	0	10	0	5
ENSG00000049323	LTBP1	4000	710	16253	701	3694	940	10945	1469
ENSG00000049449	RCN1	7256	5207	9191	8358	10309	6732	8318	6773
ENSG00000049540	ELN	416	2	11	27	668	27	65	289
ENSG00000049541	RFC2	166	189	321	349	339	199	207	150
ENSG00000049618	ARID1B	1130	1266	987	866	831	869	829	1028
ENSG00000049656	CLPTM1L	2629	2417	4364	4139	5404	2827	4740	4884
ENSG00000049759	NEDD4L	824	1415	1296	2601	1847	945	982	1232
ENSG00000049768	FOXP3	1	5	4	1	2	2	2	7
ENSG00000049769	PPP1R3F	299	374	222	193	213	299	296	289
ENSG00000049860	HEXB	8350	4565	8527	8606	7028	4745	6824	5981
ENSG00000049883	PTCD2	247	379	269	320	211	270	221	231
ENSG00000050030	NEXMIF	0	2	0	0	0	6	1	5
ENSG00000050130	JKAMP	1060	1008	1549	1303	1846	965	1822	1670
ENSG00000050165	DKK3	8021	18371	9875	11191	4781	16115	8637	12592
ENSG00000050327	ARHGEF5	193	113	258	449	183	155	248	389
ENSG00000050344	NFE2L3	77	69	246	116	153	48	113	73
ENSG00000050393	MCUR1	595	693	423	622	568	502	550	595
ENSG00000050405	LIMA1	1926	964	4880	7502	5201	2378	5490	5214
ENSG00000050426	LETMD1	728	1353	680	713	592	712	638	516
ENSG00000050438	SLC4A8	19	92	211	110	73	68	163	69
ENSG00000050555	LAMC3	0	1	0	2	3	0	2	3
ENSG00000050628	PTGER3	310	0	15	569	181	0	51	153
ENSG00000050730	TNIP3	19	0	16	6	1	0	8	2
ENSG00000050748	MAPK9	676	1035	1052	1160	1016	827	948	1151
ENSG00000050767	COL23A1	2	3	0	0	4	0	2	2
ENSG00000050820	BCAR1	2386	2495	2853	2979	2949	2078	3016	3414
ENSG00000051009	FHIP1B	406	328	439	346	376	415	431	333
ENSG00000051108	HERPUD1	1205	1031	1497	1272	3252	964	2324	2704
ENSG00000051128	HOMER3	3200	2942	3185	2999	3379	2560	3001	3608
ENSG00000051180	RAD51	28	42	94	146	181	76	87	60
ENSG00000051341	POLQ	10	16	41	66	87	33	30	16
ENSG00000051382	PIK3CB	276	394	467	441	394	348	430	393
ENSG00000051523	CYBA	3120	1626	5378	970	2147	1619	2393	1379
ENSG00000051596	THOC3	212	250	603	341	563	260	662	311
ENSG00000051620	HEBP2	1095	1169	1184	1573	1292	1119	944	1425
ENSG00000051825	MPHOSPH9	230	275	200	280	207	228	187	216
ENSG00000052126	PLEKHA5	280	517	358	339	240	340	330	252
ENSG00000052344	PRSS8	0	0	0	0	0	0	0	0
ENSG00000052723	SIKE1	362	406	538	585	592	371	475	585
ENSG00000052749	RRP12	999	732	1053	1316	1557	657	1241	1477
ENSG00000052795	FNIP2	346	512	333	588	744	469	514	627
ENSG00000052802	MSMO1	8313	928	2476	6225	7311	1250	6150	8917
ENSG00000052841	TTC17	989	947	1137	962	1503	835	1238	945
ENSG00000052850	ALX4	60	163	785	397	29	102	601	399
ENSG00000053108	FSTL4	4	0	0	0	6	0	0	0
ENSG00000053254	FOXN3	1461	2005	732	967	658	953	620	937
ENSG00000053328	METTL24	4	19	2	1	0	12	0	0
ENSG00000053371	AKR7A2	1602	1959	1635	1425	1433	1585	1246	1470
ENSG00000053372	MRTO4	499	595	723	721	900	438	696	687
ENSG00000053438	NNAT	14	7	14	5	5	3	3	4
ENSG00000053501	USE1	560	567	358	500	357	483	285	407
ENSG00000053524	MCF2L2	11	0	47	25	4	6	28	20
ENSG00000053702	NRIP2	9	20	5	9	7	11	1	8
ENSG00000053747	LAMA3	1990	3036	2043	2487	1418	3782	1389	771
ENSG00000053770	AP5M1	505	687	625	743	720	551	610	699
ENSG00000053900	ANAPC4	345	448	425	402	392	377	355	336
ENSG00000053918	KCNQ1	0	0	0	1	2	0	0	0
ENSG00000054116	TRAPPC3	1440	1754	1425	1703	1803	1330	1431	1655
ENSG00000054118	THRAP3	2628	3091	2259	2371	2605	2138	1921	2083
ENSG00000054148	PHPT1	3088	3091	2375	2880	2738	3209	1791	3119
ENSG00000054179	ENTPD2	1	0	1	0	1	1	0	0
ENSG00000054219	LY75	3	3	28	1	3	2	16	4
ENSG00000054267	ARID4B	590	683	508	609	549	640	510	558
ENSG00000054277	OPN3	292	696	169	295	377	675	138	490
ENSG00000054282	SDCCAG8	297	390	533	351	444	295	531	324
ENSG00000054356	PTPRN	140	36	3	47	198	55	17	202
ENSG00000054392	HHAT	222	165	210	222	215	130	225	255
ENSG00000054523	KIF1B	1058	1600	1493	1445	1263	1153	1357	1387
ENSG00000054598	FOXC1	3289	6022	2758	2784	2582	4222	2143	2569
ENSG00000054611	TBC1D22A	706	900	651	604	608	683	591	648
ENSG00000054654	SYNE2	341	669	210	269	212	456	135	134
ENSG00000054690	PLEKHH1	25	90	28	71	56	78	27	79
ENSG00000054793	ATP9A	2169	2842	2040	2459	1452	2151	1733	1996
ENSG00000054796	SPO11	0	0	0	0	0	0	0	0
ENSG00000054803	CBLN4	0	0	0	0	0	0	0	0
ENSG00000054938	CHRDL2	5	0	2	9	7	9	1	7
ENSG00000054965	FAM168A	1285	1909	1223	1239	1547	1755	1445	1695
ENSG00000054967	RELT	64	39	155	93	172	68	246	209
ENSG00000054983	GALC	481	476	691	588	517	441	655	519
ENSG00000055044	NOP58	565	657	732	881	1000	538	638	739
ENSG00000055070	SZRD1	3276	3648	3734	3296	3579	2923	3484	3351
ENSG00000055118	KCNH2	16	281	1	24	6	225	1	13
ENSG00000055130	CUL1	987	1458	973	1199	1268	1189	921	1252
ENSG00000055147	FAM114A2	336	361	506	459	608	354	446	422
ENSG00000055163	CYFIP2	650	1059	539	973	605	906	225	855
ENSG00000055208	TAB2	1262	1527	1096	1219	993	1303	958	1004
ENSG00000055211	GINM1	1576	1456	1619	1369	1914	1315	1732	1580
ENSG00000055332	EIF2AK2	1432	1538	1484	1344	1462	1224	1463	1069
ENSG00000055483	USP36	895	1008	1060	1005	1060	708	1225	967
ENSG00000055609	KMT2C	635	924	661	590	435	728	531	594
ENSG00000055732	MCOLN3	708	757	566	496	571	1240	914	769
ENSG00000055813	CCDC85A	4	43	106	12	267	72	230	64
ENSG00000055917	PUM2	1120	1587	996	1349	1096	1244	892	1035
ENSG00000055950	MRPL43	1275	1175	1265	1112	1289	1035	1127	1233
ENSG00000055955	ITIH4	57	26	10	20	19	53	25	40
ENSG00000055957	ITIH1	28	0	0	2	3	0	4	8
ENSG00000056050	HPF1	287	286	306	317	294	310	226	247
ENSG00000056097	ZFR	1902	2360	2216	2087	2241	1604	1906	1968
ENSG00000056277	ZNF280C	76	95	79	75	69	46	38	51
ENSG00000056291	NPFFR2	0	0	7	2	0	0	1	0
ENSG00000056487	PHF21B	0	0	0	0	0	1	0	0
ENSG00000056558	TRAF1	169	122	39	63	100	168	48	96
ENSG00000056586	RC3H2	729	1141	810	1168	946	1082	843	1142
ENSG00000056736	IL17RB	26	43	22	28	20	24	18	20
ENSG00000056972	TRAF3IP2	582	610	451	532	645	555	363	588
ENSG00000056998	GYG2	146	146	326	209	72	69	236	188
ENSG00000057019	DCBLD2	11034	5961	35642	26711	36447	7050	33735	24174
ENSG00000057149	SERPINB3	0	0	0	0	0	0	0	0
ENSG00000057252	SOAT1	1274	606	1298	848	1092	421	1077	514
ENSG00000057294	PKP2	215	1296	417	461	71	1039	68	192
ENSG00000057468	MSH4	0	6	2	5	4	3	3	4
ENSG00000057593	F7	2	0	0	0	0	0	0	0
ENSG00000057608	GDI2	3779	3911	5776	4278	6001	3852	5555	5095
ENSG00000057657	PRDM1	9	8	4	9	8	14	5	4
ENSG00000057663	ATG5	388	548	409	575	622	400	419	553
ENSG00000057704	TMCC3	97	67	148	37	53	57	72	29
ENSG00000057757	PITHD1	1558	899	1665	1381	1754	691	1534	947
ENSG00000057935	MTA3	671	1126	521	743	489	752	409	591
ENSG00000058056	USP13	372	470	338	358	274	278	220	296
ENSG00000058063	ATP11B	732	1010	875	974	982	733	944	964
ENSG00000058085	LAMC2	1097	4	1786	96	2289	217	3515	896
ENSG00000058091	CDK14	215	445	357	202	203	248	213	173
ENSG00000058262	SEC61A1	12479	9185	18180	12812	20528	10230	18200	16991
ENSG00000058272	PPP1R12A	1673	4787	1408	2132	1906	4279	1268	1995
ENSG00000058335	RASGRF1	0	1	0	3	1	0	0	0
ENSG00000058404	CAMK2B	20	13	40	33	37	18	45	29
ENSG00000058453	CROCC	620	725	394	581	377	687	515	629
ENSG00000058600	POLR3E	606	769	569	608	658	633	579	626
ENSG00000058668	ATP2B4	6160	11001	17930	9724	8525	7897	13224	4244
ENSG00000058673	ZC3H11A	1841	1931	1733	1630	1865	1876	1582	1818
ENSG00000058729	RIOK2	387	347	454	392	517	218	518	463
ENSG00000058799	YIPF1	361	387	369	408	493	364	379	491
ENSG00000058804	NDC1	222	199	311	377	363	209	263	199
ENSG00000058866	DGKG	59	0	212	18	139	10	195	30
ENSG00000059122	FLYWCH1	3083	3183	1902	2395	2340	1982	1978	2360
ENSG00000059145	UNKL	463	284	213	142	238	225	339	196
ENSG00000059377	TBXAS1	260	15	66	8	58	10	69	12
ENSG00000059378	PARP12	288	464	343	286	234	427	323	79
ENSG00000059573	ALDH18A1	1328	1210	2493	1601	2064	1431	2214	2082
ENSG00000059588	TARBP1	393	507	397	517	395	440	399	653
ENSG00000059691	GATB	420	407	377	440	448	298	265	384
ENSG00000059728	MXD1	312	255	265	360	379	214	296	437
ENSG00000059758	CDK17	418	353	884	436	886	268	935	624
ENSG00000059769	DNAJC25	279	227	319	223	362	187	453	264
ENSG00000059804	SLC2A3	996	1001	1060	2249	2070	862	1042	1449
ENSG00000059915	PSD	147	159	106	31	58	196	101	44
ENSG00000060069	CTDP1	755	770	550	561	698	627	682	778
ENSG00000060138	YBX3	3486	4079	2553	2942	2987	2919	2148	2540
ENSG00000060140	STYK1	31	20	22	19	25	13	5	5
ENSG00000060237	WNK1	3381	3589	3658	3871	3162	3168	3607	5314
ENSG00000060303	RPS17P5	0	0	0	0	0	0	0	0
ENSG00000060339	CCAR1	1097	949	1070	1220	1506	1077	1156	1155
ENSG00000060491	OGFR	1314	1397	1055	949	1205	1245	1216	865
ENSG00000060558	GNA15	1	0	1	0	0	1	1	0
ENSG00000060566	CREB3L3	0	0	0	0	0	0	0	0
ENSG00000060642	PIGV	334	312	245	303	324	268	259	308
ENSG00000060656	PTPRU	922	1634	192	982	375	756	195	797
ENSG00000060688	SNRNP40	393	524	287	295	420	402	312	334
ENSG00000060709	RIMBP2	36	4	0	16	62	1	6	32
ENSG00000060718	COL11A1	984	3107	1834	8611	2061	2824	702	4133
ENSG00000060749	QSER1	664	836	603	664	640	588	564	532
ENSG00000060762	MPC1	278	438	353	493	435	276	337	503
ENSG00000060971	ACAA1	1089	1424	1431	1076	1232	1069	1250	1325
ENSG00000060982	BCAT1	1224	921	1854	1847	2421	1094	1896	2494
ENSG00000061273	HDAC7	2664	3370	2620	2340	2603	2760	2131	2820
ENSG00000061337	LZTS1	60	190	15	58	63	133	6	36
ENSG00000061455	PRDM6	12	14	3	10	11	20	10	22
ENSG00000061492	WNT8A	0	0	0	0	0	0	0	0
ENSG00000061656	SPAG4	54	14	56	27	43	22	67	59
ENSG00000061676	NCKAP1	3896	5040	4455	5295	5457	4759	4793	5307
ENSG00000061794	MRPS35	591	721	803	813	890	486	779	705
ENSG00000061918	GUCY1B1	452	1109	127	300	189	1383	76	130
ENSG00000061936	SFSWAP	861	773	478	601	641	602	464	603
ENSG00000061938	TNK2	2029	1806	1494	1208	1608	1528	1671	1669
ENSG00000061987	MON2	654	667	676	659	619	658	684	722
ENSG00000062038	CDH3	5	0	1	4	2	0	0	5
ENSG00000062096	ARSF	0	0	1	0	0	0	0	0
ENSG00000062194	GPBP1	759	798	550	576	723	644	497	566
ENSG00000062282	DGAT2	41	9	36	77	31	10	24	31
